short_name,age,height_cm,weight_kg,pace,shooting,passing,dribbling,defending,physic,value_eur,predicted_value,value_gap
Rafael Cachoira,20,188,84,53.0,40.0,58.0,58.0,77.0,77.0,6500000,8084500.0,1584500.0
C. Aránguiz,31,171,70,60.0,72.0,82.0,81.0,78.0,73.0,19500000,21072500.0,1572500.0
B. Ivanović,36,185,91,62.0,61.0,68.0,61.0,81.0,83.0,3000000,4568500.0,1568500.0
M. Diaby,23,197,78,35.0,45.0,52.0,51.0,73.0,78.0,2300000,3865625.0,1565625.0
Nani,33,177,70,72.0,76.0,79.0,85.0,37.0,67.0,9000000,10558000.0,1558000.0
M. Marin,31,170,64,73.0,66.0,75.0,81.0,30.0,42.0,6000000,7557500.0,1557500.0
F. Viviani,28,180,75,61.0,70.0,72.0,71.0,68.0,67.0,1800000,3354500.0,1554500.0
A. Büttner,31,174,75,73.0,65.0,72.0,72.0,69.0,69.0,2100000,3647375.0,1547375.0
Javi Martínez,31,192,86,37.0,55.0,69.0,63.0,84.0,80.0,13500000,15030000.0,1530000.0
A. Di Gaudio,30,169,63,85.0,59.0,62.0,77.0,31.0,45.0,1700000,3226875.0,1526875.0
A. Carrillo,29,180,75,87.0,74.0,72.0,83.0,37.0,68.0,12500000,14012500.0,1512500.0
D. Geiger,22,173,65,55.0,47.0,71.0,78.0,54.0,58.0,4700000,6206250.0,1506250.0
Diego Farías,30,173,66,83.0,69.0,68.0,79.0,38.0,46.0,2300000,3802000.0,1502000.0
A. Griezmann,29,176,73,79.0,85.0,84.0,88.0,57.0,72.0,50500000,52000000.0,1500000.0
Thiago,29,174,70,64.0,72.0,85.0,90.0,70.0,62.0,37000000,38497500.0,1497500.0
D. Reyes,27,192,75,58.0,46.0,60.0,68.0,73.0,69.0,3300000,4795000.0,1495000.0
I. Santini,31,190,90,42.0,76.0,53.0,58.0,40.0,85.0,2100000,3594000.0,1494000.0
I. Piatti,35,180,76,68.0,79.0,74.0,82.0,54.0,72.0,4500000,5987000.0,1487000.0
F. Lértora,29,176,73,61.0,55.0,65.0,67.0,73.0,76.0,2700000,4186125.0,1486125.0
M. Olivera,28,181,80,69.0,56.0,63.0,72.0,69.0,66.0,2000000,3486125.0,1486125.0
Bruno Viana,25,187,79,66.0,42.0,56.0,56.0,80.0,76.0,10500000,11975000.0,1475000.0
Luisinho Conradi,20,174,78,69.0,56.0,66.0,75.0,68.0,71.0,2300000,3774500.0,1474500.0
Y. Ackah,21,169,65,70.0,46.0,57.0,69.0,70.0,62.0,2300000,3770500.0,1470500.0
Rúben Dias,23,187,82,65.0,38.0,54.0,59.0,83.0,84.0,22000000,23467500.0,1467500.0
A. Živković,23,169,68,74.0,68.0,72.0,81.0,54.0,49.0,5000000,6461500.0,1461500.0
João Novais,26,183,77,66.0,76.0,76.0,77.0,49.0,68.0,6500000,7960000.0,1460000.0
A. Lallana,32,178,73,66.0,71.0,78.0,81.0,62.0,63.0,6500000,7957000.0,1457000.0
Gelson Martins,25,173,74,94.0,71.0,72.0,86.0,51.0,61.0,18500000,19952500.0,1452500.0
M. Meyer,24,173,68,67.0,62.0,77.0,80.0,64.0,64.0,10000000,11449500.0,1449500.0
V. Eysseric,28,181,73,66.0,70.0,76.0,75.0,43.0,59.0,4000000,5445500.0,1445500.0
V. Birsa,33,184,80,60.0,72.0,76.0,75.0,56.0,65.0,2400000,3844750.0,1444750.0
M. Wakaso,29,171,72,86.0,69.0,69.0,73.0,73.0,83.0,3000000,4443000.0,1443000.0
D. Foulquier,27,183,78,76.0,63.0,70.0,74.0,73.0,78.0,7000000,8439500.0,1439500.0
S. Chukwueze,21,172,70,88.0,72.0,66.0,84.0,36.0,58.0,14000000,15438500.0,1438500.0
N. Nyauza,30,176,77,75.0,39.0,51.0,67.0,68.0,60.0,525000,1958625.0,1433625.0
R. De Paul,26,178,70,75.0,76.0,78.0,82.0,53.0,64.0,10500000,11932500.0,1432500.0
A. Donis,23,178,77,86.0,69.0,59.0,79.0,25.0,65.0,4400000,5831500.0,1431500.0
G. Rossi,33,173,72,74.0,75.0,70.0,79.0,25.0,38.0,2500000,3906500.0,1406500.0
Marcos Paneira,20,182,73,54.0,57.0,67.0,68.0,75.0,68.0,4000000,5400000.0,1400000.0
L. De Silvestri,32,186,84,70.0,67.0,73.0,73.0,74.0,73.0,4400000,5791000.0,1391000.0
A. Witsel,31,186,81,63.0,73.0,81.0,79.0,82.0,82.0,23500000,24890000.0,1390000.0
Mariano,26,180,76,79.0,80.0,61.0,73.0,45.0,79.0,10500000,11890000.0,1390000.0
E. Ünal,23,187,78,69.0,77.0,64.0,76.0,36.0,77.0,9500000,10885000.0,1385000.0
Albertinho Dutra,28,175,72,81.0,72.0,81.0,80.0,23.0,50.0,10500000,11883500.0,1383500.0
A. Guardado,33,169,67,67.0,69.0,79.0,80.0,71.0,68.0,6000000,7382000.0,1382000.0
Aihen Muñoz,22,175,68,78.0,53.0,67.0,71.0,71.0,65.0,5500000,6881500.0,1381500.0
T. Ciğerci,28,185,80,68.0,66.0,69.0,68.0,71.0,72.0,1000000,2380000.0,1380000.0
L. Klostermann,24,187,88,84.0,51.0,66.0,71.0,82.0,77.0,18000000,19377500.0,1377500.0
D. Blanco,25,167,63,82.0,65.0,72.0,79.0,57.0,66.0,3900000,5271000.0,1371000.0
A. Acquah,28,179,70,74.0,64.0,69.0,74.0,73.0,75.0,3100000,4459500.0,1359500.0
D. Rugani,25,190,84,61.0,39.0,55.0,64.0,84.0,72.0,16500000,17857500.0,1357500.0
C. Bassogog,24,173,72,90.0,70.0,59.0,78.0,38.0,73.0,5000000,6357000.0,1357000.0
O. Toivonen,33,192,78,50.0,77.0,75.0,73.0,41.0,73.0,4200000,5556000.0,1356000.0
A. Ljajić,28,182,74,78.0,75.0,80.0,84.0,37.0,61.0,15000000,16355000.0,1355000.0
L. Hinterseer,29,192,86,63.0,73.0,64.0,69.0,43.0,74.0,3100000,4453500.0,1353500.0
H. Boudaoui,20,175,61,75.0,63.0,69.0,76.0,70.0,70.0,5000000,6348000.0,1348000.0
M. Álvarez,28,178,80,67.0,73.0,70.0,74.0,33.0,65.0,1100000,2442500.0,1342500.0
F. Kessié,23,183,76,71.0,72.0,71.0,77.0,77.0,87.0,11500000,12840000.0,1340000.0
Alex Telles,27,181,71,85.0,74.0,83.0,81.0,79.0,76.0,31000000,32337500.0,1337500.0
Aridai,31,172,64,78.0,69.0,59.0,78.0,26.0,59.0,1600000,2934500.0,1334500.0
A. Trajkovski,27,180,78,73.0,69.0,65.0,75.0,26.0,57.0,1100000,2434250.0,1334250.0
R. Álvarez,32,188,82,59.0,67.0,72.0,78.0,52.0,66.0,1800000,3133000.0,1333000.0
M. Oršić,27,179,69,90.0,79.0,70.0,77.0,58.0,61.0,8000000,9326000.0,1326000.0
E. Vecchio,31,178,80,75.0,68.0,72.0,76.0,57.0,72.0,2700000,4025625.0,1325625.0
Walter Silvieiro,28,179,70,72.0,76.0,61.0,64.0,36.0,62.0,2400000,3724500.0,1324500.0
M. Trauco,27,175,62,71.0,52.0,74.0,75.0,69.0,72.0,5000000,6322000.0,1322000.0
F. Boulaya,27,179,70,73.0,65.0,69.0,78.0,25.0,52.0,3300000,4620500.0,1320500.0
B. Nuytinck,30,190,82,33.0,40.0,48.0,51.0,76.0,68.0,2500000,3815000.0,1315000.0
Gabriel,26,187,82,63.0,74.0,77.0,79.0,77.0,83.0,14500000,15815000.0,1315000.0
Suso,26,176,70,76.0,75.0,82.0,86.0,33.0,53.0,19000000,20310000.0,1310000.0
I. Sackey,26,190,88,46.0,59.0,56.0,60.0,73.0,82.0,1100000,2409500.0,1309500.0
Sandeiro Leal,20,187,76,67.0,70.0,66.0,68.0,45.0,69.0,1000000,2305375.0,1305375.0
F. Aristeguieta,28,188,84,52.0,74.0,55.0,67.0,42.0,84.0,3200000,4498500.0,1298500.0
K. Laimer,23,180,72,85.0,68.0,78.0,78.0,80.0,77.0,26000000,27297500.0,1297500.0
T. Itō,23,163,59,79.0,49.0,58.0,80.0,22.0,36.0,1000000,2297375.0,1297375.0
E. Mor,22,169,64,81.0,66.0,61.0,81.0,28.0,49.0,4400000,5695500.0,1295500.0
Pere Milla,27,184,72,77.0,73.0,68.0,76.0,37.0,62.0,3300000,4594000.0,1294000.0
O. Dorley,21,174,63,86.0,64.0,74.0,78.0,67.0,70.0,6000000,7290000.0,1290000.0
K. Schlotterbeck,23,189,87,66.0,22.0,51.0,49.0,73.0,70.0,2100000,3387750.0,1287750.0
J. Paredes,32,179,72,85.0,47.0,59.0,72.0,68.0,66.0,1900000,3185000.0,1285000.0
S. de Jong,31,185,82,51.0,75.0,69.0,67.0,59.0,72.0,1600000,2882000.0,1282000.0
G. Friend,32,188,83,64.0,55.0,60.0,69.0,72.0,73.0,1100000,2381625.0,1281625.0
H. Vučkić,27,186,83,66.0,70.0,65.0,67.0,61.0,79.0,950000,2227750.0,1277750.0
Danilo,24,182,74,68.0,65.0,72.0,72.0,74.0,77.0,7000000,8276000.0,1276000.0
A. Kolarov,34,187,81,68.0,74.0,81.0,76.0,82.0,77.0,8000000,9273500.0,1273500.0
S. Schrijvers,23,180,67,70.0,75.0,74.0,76.0,53.0,64.0,5500000,6772500.0,1272500.0
C. Cándido,25,174,65,84.0,41.0,59.0,64.0,67.0,50.0,1200000,2467875.0,1267875.0
Z. Labyad,27,175,65,72.0,75.0,76.0,79.0,36.0,54.0,8000000,9262500.0,1262500.0
M. Mahi,26,187,78,75.0,73.0,67.0,77.0,35.0,65.0,3000000,4259000.0,1259000.0
M. Thorsby,24,189,79,62.0,59.0,65.0,65.0,69.0,78.0,1400000,2655625.0,1255625.0
M. Reus,31,180,71,80.0,86.0,84.0,85.0,45.0,63.0,34000000,35255000.0,1255000.0
Canales,29,176,65,78.0,80.0,83.0,83.0,65.0,68.0,21500000,22755000.0,1255000.0
B. Hrgota,27,185,76,71.0,74.0,63.0,71.0,26.0,65.0,1900000,3154375.0,1254375.0
R. Tapia,24,185,78,65.0,58.0,67.0,73.0,71.0,79.0,4900000,6150000.0,1250000.0
Bernard,27,164,60,84.0,68.0,73.0,85.0,39.0,44.0,11000000,12247500.0,1247500.0
Juan Jesus,29,185,83,73.0,33.0,52.0,59.0,76.0,74.0,4700000,5944500.0,1244500.0
J. Matip,28,194,90,60.0,46.0,68.0,68.0,85.0,78.0,25500000,26742500.0,1242500.0
W. Ben Yedder,29,170,68,84.0,83.0,77.0,87.0,39.0,63.0,31000000,32242500.0,1242500.0
Taison,32,172,75,92.0,78.0,75.0,86.0,47.0,67.0,14000000,15233500.0,1233500.0
A. Ranocchia,32,195,81,32.0,32.0,57.0,58.0,78.0,67.0,3600000,4832000.0,1232000.0
E. Pieters,31,183,87,66.0,40.0,69.0,69.0,74.0,77.0,4100000,5329000.0,1229000.0
E. Badu,29,173,71,76.0,67.0,70.0,76.0,72.0,68.0,3800000,5028500.0,1228500.0
D. Payet,33,175,77,70.0,79.0,84.0,85.0,39.0,67.0,13500000,14728000.0,1228000.0
B. Ocampo,21,172,70,86.0,65.0,68.0,75.0,60.0,74.0,4400000,5628000.0,1228000.0
M. Arnautović,31,192,83,80.0,82.0,79.0,79.0,44.0,81.0,20000000,21225000.0,1225000.0
Joaquín,38,179,75,69.0,79.0,83.0,80.0,44.0,57.0,5000000,6224500.0,1224500.0
Alam Araújo,28,178,78,73.0,51.0,64.0,68.0,72.0,68.0,2700000,3924000.0,1224000.0
Vako,27,175,80,69.0,72.0,66.0,80.0,36.0,63.0,3300000,4524000.0,1224000.0
R. Del Castillo,24,172,65,75.0,72.0,72.0,79.0,39.0,65.0,5500000,6717000.0,1217000.0
V. Coufal,27,175,76,81.0,58.0,72.0,74.0,73.0,81.0,9000000,10212000.0,1212000.0
Antônio Chiamuloira,20,182,79,68.0,48.0,60.0,52.0,79.0,75.0,10000000,11210000.0,1210000.0
I. Scocco,35,177,73,70.0,80.0,73.0,82.0,35.0,65.0,3100000,4307500.0,1207500.0
Bojan,29,170,68,69.0,70.0,73.0,77.0,27.0,43.0,3900000,5106000.0,1206000.0
F. Starzyński,29,184,70,44.0,67.0,74.0,72.0,47.0,61.0,1700000,2904250.0,1204250.0
P. Sandler,23,190,82,64.0,39.0,62.0,69.0,70.0,68.0,1400000,2604000.0,1204000.0
J. Valdivia,36,173,71,51.0,65.0,76.0,76.0,40.0,57.0,1300000,2501625.0,1201625.0
S. Silva,39,183,83,34.0,75.0,62.0,65.0,43.0,78.0,900000,2099250.0,1199250.0
S. Zaza,29,186,84,73.0,78.0,62.0,75.0,50.0,82.0,9000000,10196500.0,1196500.0
M. Sau,32,169,65,84.0,68.0,70.0,78.0,31.0,56.0,1400000,2594000.0,1194000.0
S. Żurkowski,22,185,77,81.0,62.0,66.0,68.0,69.0,81.0,2700000,3892000.0,1192000.0
P. Förster,25,188,84,69.0,62.0,69.0,72.0,59.0,75.0,2200000,3391875.0,1191875.0
Y. Ayoub,26,174,70,69.0,66.0,73.0,76.0,66.0,68.0,2800000,3990500.0,1190500.0
B. Ndiaye,29,180,76,85.0,69.0,70.0,75.0,71.0,79.0,3000000,4189000.0,1189000.0
A. Parmak,25,176,70,76.0,69.0,72.0,74.0,72.0,69.0,4900000,6088500.0,1188500.0
Davi Parrela,20,191,88,64.0,40.0,54.0,51.0,76.0,78.0,6500000,7687500.0,1187500.0
Diego Ângelo,34,192,84,34.0,62.0,65.0,51.0,74.0,76.0,875000,2061500.0,1186500.0
J. Bostock,28,188,84,63.0,69.0,70.0,69.0,63.0,73.0,925000,2111125.0,1186125.0
J. Hector,30,185,75,69.0,60.0,74.0,75.0,77.0,74.0,7500000,8685500.0,1185500.0
M. Zeegelaar,29,186,82,68.0,62.0,67.0,72.0,73.0,72.0,2300000,3484500.0,1184500.0
R. Borré,24,175,71,83.0,78.0,72.0,78.0,47.0,79.0,14000000,15182500.0,1182500.0
M. Thiam,27,185,79,75.0,69.0,64.0,74.0,26.0,72.0,2800000,3979125.0,1179125.0
S. Nicholson,23,192,83,67.0,74.0,58.0,62.0,22.0,75.0,1500000,2676000.0,1176000.0
R. Zobnin,26,182,78,76.0,62.0,76.0,77.0,76.0,72.0,11500000,12675000.0,1175000.0
M. Weiser,26,177,71,70.0,62.0,74.0,82.0,72.0,68.0,8000000,9172500.0,1172500.0
R. Morrison,27,175,71,74.0,67.0,74.0,77.0,50.0,55.0,3300000,4472000.0,1172000.0
J. Milner,34,175,70,58.0,70.0,82.0,77.0,77.0,77.0,7000000,8172000.0,1172000.0
Vágner Corraldo,20,175,70,72.0,59.0,63.0,69.0,71.0,63.0,3800000,4968500.0,1168500.0
D. Nagbe,29,175,75,79.0,65.0,71.0,81.0,63.0,70.0,6500000,7668000.0,1168000.0
D. Godín,34,187,78,57.0,48.0,64.0,61.0,87.0,79.0,14500000,15663000.0,1163000.0
K. Laribi,29,175,67,81.0,68.0,70.0,75.0,47.0,59.0,1000000,2151000.0,1151000.0
J. Dudziak,24,176,70,78.0,61.0,71.0,76.0,67.0,67.0,3100000,4251000.0,1151000.0
L. Marrone,30,186,75,53.0,59.0,71.0,71.0,70.0,71.0,1400000,2540375.0,1140375.0
Marlion Simões,28,180,75,85.0,56.0,59.0,70.0,70.0,71.0,3400000,4539625.0,1139625.0
T. Savanier,28,172,69,68.0,70.0,81.0,79.0,67.0,69.0,10500000,11637500.0,1137500.0
D. Amartey,25,186,79,66.0,55.0,64.0,68.0,75.0,75.0,4400000,5537500.0,1137500.0
R. Martínez,26,180,86,76.0,72.0,62.0,75.0,35.0,76.0,3800000,4934500.0,1134500.0
C. Adjapong,22,180,74,65.0,51.0,64.0,73.0,70.0,57.0,1500000,2633125.0,1133125.0
Jadson Vidigal,28,175,70,77.0,76.0,57.0,64.0,23.0,58.0,3200000,4331875.0,1131875.0
Paulinho,31,183,80,72.0,82.0,77.0,82.0,80.0,85.0,22000000,23130000.0,1130000.0
Léo Matos,34,182,81,78.0,68.0,71.0,74.0,72.0,75.0,2300000,3425125.0,1125125.0
M. Zárate,33,175,77,77.0,79.0,71.0,82.0,42.0,67.0,4800000,5923500.0,1123500.0
T. Kehrer,23,186,76,72.0,44.0,65.0,67.0,78.0,78.0,10500000,11622500.0,1122500.0
F. Ortega,21,177,75,87.0,59.0,62.0,75.0,61.0,71.0,3100000,4219500.0,1119500.0
Paulolettinho,24,181,80,79.0,59.0,70.0,72.0,32.0,63.0,2000000,3119000.0,1119000.0
K. Balanta,23,181,73,83.0,57.0,60.0,68.0,68.0,77.0,2500000,3618500.0,1118500.0
Fábio,29,172,74,75.0,56.0,69.0,73.0,71.0,65.0,3300000,4416750.0,1116750.0
J. Pied,31,173,73,65.0,67.0,73.0,73.0,73.0,68.0,2900000,4016500.0,1116500.0
Francisco Geraldes,25,175,68,73.0,59.0,71.0,77.0,43.0,53.0,3000000,4116500.0,1116500.0
J. Giménez,25,185,80,67.0,45.0,53.0,54.0,86.0,83.0,36000000,37115000.0,1115000.0
I. Fernández,30,182,70,76.0,78.0,81.0,82.0,70.0,74.0,16500000,17615000.0,1115000.0
T. Gutiérrez,35,177,81,54.0,74.0,72.0,77.0,28.0,71.0,2600000,3714875.0,1114875.0
J. Guilavogui,29,188,77,69.0,59.0,66.0,65.0,81.0,78.0,9000000,10110000.0,1110000.0
A. De Sart,23,180,66,61.0,65.0,72.0,70.0,69.0,65.0,3900000,5009500.0,1109500.0
M. Cornet,23,179,69,87.0,76.0,70.0,74.0,61.0,74.0,9000000,10109000.0,1109000.0
J. Vázquez,32,166,64,72.0,53.0,68.0,66.0,71.0,70.0,1300000,2408625.0,1108625.0
M. Sadílek,21,169,65,73.0,60.0,68.0,70.0,69.0,74.0,3800000,4907750.0,1107750.0
A. Maxim,29,177,73,69.0,67.0,71.0,78.0,32.0,54.0,3000000,4107000.0,1107000.0
O. Al Soma,31,190,86,69.0,79.0,69.0,72.0,39.0,80.0,8000000,9105000.0,1105000.0
V. Pule,28,169,64,82.0,74.0,59.0,72.0,39.0,51.0,1800000,2902250.0,1102250.0
F. Troyansky,23,178,77,73.0,69.0,70.0,72.0,29.0,71.0,2500000,3600875.0,1100875.0
D. Cataldi,25,180,70,66.0,71.0,76.0,73.0,68.0,64.0,4900000,6000375.0,1100375.0
S. Bender,31,186,81,66.0,52.0,63.0,60.0,84.0,77.0,13000000,14096500.0,1096500.0
Li Ke,27,171,70,73.0,63.0,66.0,67.0,67.0,69.0,850000,1945500.0,1095500.0
O. Idrissi,24,175,78,84.0,76.0,70.0,82.0,35.0,69.0,11500000,12595000.0,1095000.0
J. Obi,29,176,71,76.0,68.0,69.0,75.0,71.0,71.0,2300000,3392000.0,1092000.0
N. Amiri,23,180,73,69.0,69.0,78.0,83.0,56.0,65.0,12000000,13091000.0,1091000.0
C. Fai,27,165,71,84.0,32.0,57.0,69.0,68.0,71.0,2800000,3890375.0,1090375.0
Pol Lirola,22,183,75,77.0,48.0,68.0,73.0,71.0,67.0,3200000,4287500.0,1087500.0
R. Burke,23,189,81,68.0,36.0,51.0,57.0,71.0,69.0,1300000,2387000.0,1087000.0
F. Castillo,28,174,74,91.0,70.0,65.0,82.0,42.0,69.0,6500000,7586500.0,1086500.0
J. Frimpong,19,175,70,90.0,48.0,64.0,77.0,62.0,67.0,3500000,4586000.0,1086000.0
Jorge Molina,38,188,72,36.0,82.0,67.0,70.0,42.0,73.0,3700000,4784500.0,1084500.0
M. Hamšík,32,183,73,70.0,77.0,82.0,81.0,72.0,72.0,13500000,14583500.0,1083500.0
Wilson Eduardo,29,179,74,78.0,79.0,73.0,77.0,31.0,67.0,7500000,8582500.0,1082500.0
Iuri Medeiros,25,175,66,71.0,64.0,70.0,73.0,33.0,48.0,1200000,2280500.0,1080500.0
João Gerster,24,169,69,67.0,38.0,61.0,61.0,69.0,67.0,1000000,2080000.0,1080000.0
Fran Beltrán,21,170,66,65.0,56.0,74.0,78.0,75.0,66.0,10000000,11076000.0,1076000.0
Jesus Andradaldo,28,177,73,71.0,46.0,67.0,73.0,75.0,72.0,5500000,6575000.0,1075000.0
L. Boyé,24,183,80,74.0,64.0,60.0,77.0,45.0,76.0,1400000,2474875.0,1074875.0
M. Oikonomou,27,189,85,59.0,24.0,46.0,49.0,72.0,75.0,1900000,2974250.0,1074250.0
A. Wisdom,27,186,78,68.0,30.0,60.0,63.0,72.0,78.0,2400000,3474000.0,1074000.0
Bastos,28,180,77,78.0,37.0,50.0,65.0,79.0,73.0,8500000,9572000.0,1072000.0
W. McKennie,21,185,84,75.0,64.0,69.0,74.0,75.0,83.0,10000000,11070000.0,1070000.0
L. Bender,31,185,78,60.0,64.0,72.0,72.0,84.0,77.0,16000000,17067500.0,1067500.0
Timo Triano,24,176,76,48.0,46.0,67.0,64.0,74.0,68.0,3000000,4061250.0,1061250.0
P. Perlaza,29,181,83,77.0,33.0,59.0,69.0,64.0,65.0,875000,1935375.0,1060375.0
J. Sornoza,26,170,66,82.0,65.0,69.0,73.0,40.0,44.0,2200000,3256625.0,1056625.0
R. Babel,33,185,85,81.0,79.0,71.0,79.0,40.0,74.0,5500000,6556000.0,1056000.0
L. Tousart,23,185,83,59.0,54.0,64.0,61.0,79.0,83.0,9500000,10552500.0,1052500.0
G. Töre,28,176,70,80.0,68.0,74.0,78.0,43.0,71.0,5500000,6547000.0,1047000.0
B. Bianchi,31,183,76,58.0,35.0,54.0,59.0,75.0,75.0,3000000,4045500.0,1045500.0
Danilo,36,185,75,43.0,39.0,49.0,52.0,80.0,61.0,1100000,2143500.0,1043500.0
Romarinho,29,174,69,86.0,70.0,67.0,78.0,30.0,62.0,5500000,6543000.0,1043000.0
Bebé,29,190,83,84.0,73.0,68.0,71.0,41.0,83.0,3000000,4040500.0,1040500.0
Lazo,24,178,71,78.0,71.0,65.0,79.0,34.0,51.0,4300000,5339000.0,1039000.0
Lucas Leiva,33,179,78,60.0,66.0,76.0,78.0,83.0,71.0,15000000,16034500.0,1034500.0
G. Tutino,23,177,76,77.0,72.0,71.0,75.0,35.0,64.0,4300000,5333500.0,1033500.0
Lucas Piazón,26,182,73,65.0,71.0,72.0,73.0,34.0,52.0,2800000,3828875.0,1028875.0
Coutinho,28,172,68,72.0,79.0,82.0,89.0,52.0,59.0,26000000,27022500.0,1022500.0
E. Flores,26,170,70,75.0,67.0,65.0,75.0,37.0,57.0,1300000,2322125.0,1022125.0
S. Larsson,27,179,70,74.0,71.0,72.0,79.0,38.0,59.0,4200000,5221500.0,1021500.0
Diego González,25,185,83,67.0,32.0,59.0,60.0,70.0,74.0,1300000,2319375.0,1019375.0
A. Guliev,23,172,70,75.0,62.0,69.0,74.0,65.0,70.0,1500000,2518500.0,1018500.0
L. Cigarini,34,175,72,54.0,65.0,79.0,72.0,68.0,58.0,1900000,2915500.0,1015500.0
J. Correa,25,188,77,84.0,75.0,77.0,86.0,39.0,69.0,22500000,23515000.0,1015000.0
A. Knockaert,28,172,69,74.0,69.0,72.0,79.0,48.0,65.0,5500000,6515000.0,1015000.0
L. Krejčí,27,180,68,74.0,67.0,74.0,76.0,66.0,57.0,2800000,3815000.0,1015000.0
N. Maksimović,28,193,87,59.0,28.0,47.0,54.0,80.0,77.0,8500000,9513500.0,1013500.0
A. Sabiri,23,186,80,65.0,67.0,66.0,75.0,52.0,66.0,1100000,2110500.0,1010500.0
K. Nakamura,39,175,66,35.0,70.0,74.0,69.0,63.0,58.0,240000,1248875.0,1008875.0
B. Djimsiti,27,190,83,40.0,39.0,59.0,48.0,79.0,77.0,8000000,9002000.0,1002000.0
A. McGeady,34,177,71,70.0,69.0,70.0,75.0,44.0,58.0,900000,1898250.0,998250.0
P. Martinez,31,182,77,63.0,45.0,63.0,69.0,75.0,74.0,3000000,3998000.0,998000.0
J. Roa,28,172,67,77.0,46.0,61.0,72.0,60.0,80.0,750000,1747750.0,997750.0
Maikel Catarino,24,177,75,76.0,51.0,70.0,78.0,77.0,70.0,14000000,14997500.0,997500.0
Ivi,26,174,70,79.0,72.0,69.0,74.0,43.0,63.0,3700000,4697000.0,997000.0
D. Alibec,29,187,88,70.0,74.0,67.0,71.0,46.0,81.0,3100000,4095000.0,995000.0
Zeca,31,182,67,75.0,62.0,72.0,75.0,74.0,78.0,6500000,7494500.0,994500.0
Breno Bemposta,24,176,78,44.0,57.0,66.0,69.0,71.0,68.0,1700000,2694000.0,994000.0
J. Sand,39,182,79,51.0,79.0,61.0,65.0,37.0,72.0,1900000,2893500.0,993500.0
A. Benali,28,173,66,78.0,62.0,70.0,79.0,44.0,63.0,2400000,3392500.0,992500.0
R. Rojas,32,180,77,70.0,66.0,70.0,72.0,66.0,82.0,1800000,2791750.0,991750.0
M. Schmelzer,32,180,74,66.0,48.0,66.0,65.0,75.0,73.0,3500000,4484875.0,984875.0
S. Posch,23,189,82,69.0,29.0,49.0,43.0,79.0,70.0,8000000,8984500.0,984500.0
Mauro Júnior,21,171,62,86.0,66.0,70.0,79.0,49.0,50.0,5500000,6480500.0,980500.0
Y. Verschaeren,18,172,63,71.0,67.0,71.0,79.0,39.0,49.0,5500000,6478000.0,978000.0
E. Skhiri,25,185,73,58.0,68.0,72.0,74.0,78.0,73.0,10000000,10978000.0,978000.0
Robson Bambu,22,185,69,72.0,48.0,62.0,64.0,73.0,68.0,4200000,5178000.0,978000.0
A. Chávez,29,184,80,71.0,75.0,64.0,70.0,36.0,80.0,3100000,4076500.0,976500.0
T. Iwata,23,178,75,74.0,50.0,60.0,64.0,69.0,71.0,1300000,2270125.0,970125.0
A. Esiti,26,189,84,58.0,46.0,56.0,54.0,74.0,83.0,3500000,4467500.0,967500.0
J. Augustin,23,177,69,79.0,73.0,62.0,79.0,30.0,60.0,5500000,6467000.0,967000.0
J. Veretout,27,177,67,63.0,74.0,81.0,78.0,74.0,73.0,13500000,14466500.0,966500.0
B. Yardımcı,27,179,71,73.0,30.0,57.0,64.0,69.0,65.0,800000,1765750.0,965750.0
M. Pittón,25,181,70,73.0,61.0,66.0,70.0,70.0,70.0,2200000,3165000.0,965000.0
S. Jovetić,30,183,79,66.0,78.0,76.0,79.0,35.0,60.0,8500000,9461500.0,961500.0
F. Helander,27,192,84,44.0,33.0,44.0,53.0,74.0,76.0,3300000,4261500.0,961500.0
J. Vivar,21,166,66,76.0,68.0,55.0,71.0,31.0,68.0,1400000,2360875.0,960875.0
A. Ioniță,29,184,73,61.0,68.0,71.0,70.0,74.0,76.0,3800000,4759500.0,959500.0
M. Schäffler,31,189,89,68.0,76.0,51.0,63.0,32.0,78.0,3600000,4559250.0,959250.0
Dalbert,26,181,70,89.0,57.0,68.0,75.0,69.0,69.0,4300000,5259000.0,959000.0
R. Mandragora,23,183,76,55.0,63.0,73.0,75.0,74.0,71.0,7500000,8459000.0,959000.0
P. Stenzel,24,182,73,62.0,59.0,70.0,69.0,71.0,66.0,3500000,4456500.0,956500.0
D. Baselli,28,182,70,70.0,72.0,79.0,80.0,66.0,67.0,9000000,9952500.0,952500.0
S. Koita,20,173,70,87.0,72.0,57.0,75.0,28.0,66.0,4100000,5052500.0,952500.0
D. Verde,24,168,64,83.0,71.0,67.0,79.0,36.0,47.0,4100000,5050000.0,950000.0
D. Kohr,26,185,81,80.0,61.0,62.0,71.0,75.0,80.0,7000000,7949000.0,949000.0
M. Çağıran,27,181,82,63.0,68.0,66.0,69.0,70.0,77.0,1600000,2547750.0,947750.0
A. Davies,19,181,72,96.0,67.0,69.0,83.0,76.0,76.0,22500000,23447500.0,947500.0
L. Vera,23,164,60,84.0,58.0,71.0,79.0,57.0,54.0,4200000,5145000.0,945000.0
F. Tudor,24,173,68,83.0,58.0,63.0,66.0,64.0,71.0,1200000,2143625.0,943625.0
E. Vargas,30,174,81,77.0,75.0,70.0,79.0,39.0,76.0,6500000,7443500.0,943500.0
