short_name,age,height_cm,weight_kg,pace,shooting,passing,dribbling,defending,physic,value_eur
A. Januzaj,25,186,76,78.0,75.0,78.0,83.0,30.0,58.0,18500000
A. Belotti,26,181,72,76.0,81.0,57.0,77.0,41.0,81.0,18500000
P. Zieliński,26,180,75,79.0,72.0,81.0,83.0,70.0,60.0,18000000
Otávio,25,172,71,76.0,69.0,78.0,85.0,55.0,65.0,18500000
D. Rugani,25,190,84,61.0,39.0,55.0,64.0,84.0,72.0,16500000
C. Tolisso,25,181,81,72.0,77.0,78.0,78.0,76.0,77.0,18500000
H. Lozano,24,175,70,93.0,75.0,71.0,81.0,41.0,64.0,19000000
V. Rongier,25,172,70,61.0,73.0,76.0,80.0,75.0,63.0,18500000
Gelson Martins,25,173,74,94.0,71.0,72.0,86.0,51.0,61.0,18500000
Yeray,25,183,78,68.0,49.0,58.0,61.0,82.0,76.0,16500000
Mario Hermoso,25,184,75,75.0,49.0,72.0,71.0,80.0,79.0,16500000
M. Hinteregger,27,186,82,71.0,70.0,65.0,60.0,81.0,82.0,15500000
F. Bernardeschi,26,185,77,80.0,75.0,80.0,84.0,60.0,65.0,18000000
G. Xhaka,27,185,80,52.0,65.0,80.0,69.0,70.0,80.0,15000000
Campaña,27,179,70,63.0,73.0,82.0,80.0,70.0,72.0,16500000
N. Schulz,27,181,83,87.0,51.0,74.0,75.0,73.0,75.0,14500000
J. Draxler,26,187,77,75.0,76.0,80.0,82.0,55.0,63.0,17500000
Deulofeu,26,177,73,88.0,75.0,75.0,86.0,30.0,65.0,17500000
J. Roussillon,27,175,80,88.0,65.0,74.0,80.0,76.0,76.0,14500000
J. Tarkowski,27,185,81,59.0,45.0,67.0,63.0,81.0,79.0,15000000
Iñigo Martínez,29,182,77,71.0,56.0,64.0,62.0,81.0,80.0,14000000
B. Davies,27,182,76,73.0,58.0,75.0,75.0,78.0,74.0,14500000
A. Plea,27,181,79,73.0,83.0,77.0,79.0,39.0,74.0,17500000
D. Berardi,25,183,72,78.0,80.0,79.0,82.0,36.0,68.0,17500000
K. Demirbay,26,183,74,65.0,74.0,80.0,84.0,64.0,70.0,17000000
João Mário,27,179,73,69.0,69.0,80.0,83.0,64.0,67.0,16500000
A. Robben,36,180,80,74.0,82.0,78.0,86.0,30.0,57.0,5000000
Joaquín,38,179,75,69.0,79.0,83.0,80.0,44.0,57.0,5000000
J. Milner,34,175,70,58.0,70.0,82.0,77.0,77.0,77.0,7000000
Nani,33,177,70,72.0,76.0,79.0,85.0,37.0,67.0,9000000
B. Gomis,34,184,77,67.0,82.0,67.0,76.0,36.0,74.0,8000000
F. Quagliarella,37,180,79,64.0,85.0,75.0,80.0,30.0,63.0,5500000
M. Dembélé,32,185,85,73.0,68.0,77.0,87.0,73.0,79.0,11000000
Falcao,34,177,72,64.0,80.0,69.0,76.0,43.0,69.0,8000000
Miranda,35,186,80,65.0,49.0,66.0,69.0,81.0,77.0,4500000
J. Evans,32,188,77,57.0,32.0,61.0,54.0,82.0,75.0,9500000
E. Lamela,28,184,80,75.0,78.0,80.0,83.0,55.0,71.0,15000000
Raúl García,33,184,83,46.0,83.0,81.0,78.0,72.0,83.0,9500000
D. Wass,31,181,74,75.0,77.0,80.0,77.0,77.0,76.0,10500000
L. Piszczek,35,184,79,72.0,68.0,74.0,72.0,81.0,78.0,4500000
Nacho Monreal,34,180,77,67.0,61.0,72.0,74.0,80.0,68.0,5000000
B. Ivanović,36,185,91,62.0,61.0,68.0,61.0,81.0,83.0,3000000
S. Kjær,31,191,82,61.0,55.0,64.0,55.0,81.0,75.0,11000000
Diego Costa,31,188,83,73.0,79.0,65.0,74.0,48.0,86.0,13500000
David Luiz,33,189,86,60.0,65.0,74.0,71.0,79.0,77.0,7000000
S. Giovinco,33,163,61,80.0,77.0,78.0,86.0,27.0,56.0,9000000
A. Sánchez,31,168,62,79.0,78.0,77.0,85.0,44.0,70.0,13000000
Giuliano,30,172,68,79.0,76.0,77.0,81.0,46.0,75.0,14000000
Luiz Gustavo,32,187,78,57.0,60.0,69.0,69.0,78.0,82.0,9500000
L. Stindl,31,181,80,59.0,82.0,78.0,79.0,59.0,72.0,13000000
N. Nkoulou,30,184,77,70.0,44.0,64.0,70.0,82.0,73.0,12000000
G. Bonaventura,30,181,75,72.0,77.0,82.0,82.0,72.0,67.0,13500000
F. Coquelin,29,176,74,71.0,67.0,76.0,80.0,79.0,81.0,14000000
Hulk,33,180,85,80.0,82.0,77.0,81.0,46.0,86.0,9000000
Pedro,32,169,67,73.0,76.0,76.0,81.0,43.0,50.0,11500000
L. de Jong,29,188,86,55.0,78.0,70.0,69.0,50.0,76.0,15000000
A. Ljajić,28,182,74,78.0,75.0,80.0,84.0,37.0,61.0,15000000
Illarramendi,30,179,74,52.0,71.0,78.0,78.0,77.0,69.0,12000000
B. André,29,180,74,68.0,64.0,74.0,75.0,79.0,84.0,12500000
N. Matić,31,194,83,44.0,68.0,76.0,73.0,80.0,77.0,11000000
Ricardo Goulart,29,181,80,81.0,78.0,77.0,79.0,41.0,70.0,15000000
Escudero,30,176,72,72.0,63.0,75.0,72.0,79.0,71.0,11500000
Mario Gaspar,29,182,74,75.0,70.0,71.0,72.0,79.0,77.0,12000000
H. Mkhitaryan,31,177,75,78.0,75.0,78.0,83.0,56.0,64.0,13000000
André Almeida,29,185,80,66.0,63.0,76.0,75.0,80.0,81.0,12000000
Willian José,28,189,91,67.0,80.0,67.0,74.0,40.0,82.0,15500000
D. Ings,27,178,73,76.0,81.0,67.0,78.0,32.0,69.0,16000000
E. Pérez,34,178,77,68.0,69.0,77.0,77.0,77.0,79.0,5500000
G. Krychowiak,30,187,84,68.0,76.0,72.0,71.0,76.0,81.0,12000000
S. Aurier,27,174,74,76.0,60.0,73.0,76.0,77.0,77.0,13000000
Bartra,29,184,73,72.0,61.0,72.0,73.0,80.0,74.0,12500000
C. Bakambu,29,182,74,90.0,80.0,72.0,77.0,36.0,77.0,15000000
Nacho Fernández,30,180,76,78.0,37.0,66.0,66.0,80.0,80.0,12000000
W. Boly,29,195,97,62.0,36.0,64.0,64.0,80.0,83.0,12500000
P. Kadeřábek,28,182,81,74.0,43.0,74.0,75.0,74.0,81.0,12500000
D. Suárez,32,173,68,75.0,69.0,74.0,75.0,78.0,79.0,9000000
S. Vrsaljko,28,181,76,78.0,55.0,73.0,75.0,78.0,76.0,12500000
William Carvalho,28,187,79,43.0,57.0,76.0,69.0,75.0,85.0,13000000
Lucas Vázquez,29,173,70,81.0,73.0,78.0,81.0,58.0,69.0,14500000
Rubén Peña,28,170,65,82.0,71.0,72.0,81.0,75.0,69.0,12500000
M. Vecino,28,187,81,65.0,68.0,77.0,80.0,78.0,75.0,13000000
S. Lainer,27,175,70,80.0,63.0,70.0,75.0,73.0,80.0,13000000
Maikel Catarino,24,177,75,76.0,51.0,70.0,78.0,77.0,70.0,14000000
Laure Santeiro,20,171,63,80.0,72.0,77.0,83.0,26.0,45.0,16500000
Tony Abranjes,32,179,80,67.0,39.0,55.0,56.0,81.0,85.0,9500000
D. Upamecano,21,186,90,77.0,40.0,61.0,66.0,79.0,81.0,20000000
Rodrygo,19,174,64,87.0,75.0,70.0,83.0,32.0,57.0,21000000
P. Foden,20,171,69,75.0,70.0,76.0,81.0,56.0,55.0,19500000
Wendel,22,180,73,78.0,75.0,77.0,80.0,73.0,71.0,19000000
V. Osimhen,21,185,78,87.0,79.0,63.0,73.0,39.0,79.0,19000000
B. Kamara,20,184,68,69.0,46.0,71.0,71.0,77.0,74.0,17000000
Dani Olmo,22,179,72,68.0,76.0,77.0,83.0,50.0,60.0,18500000
S. Berge,22,195,96,68.0,49.0,74.0,74.0,76.0,85.0,16000000
A. Isak,20,192,77,82.0,80.0,65.0,78.0,28.0,69.0,18000000
D. Rice,21,185,80,65.0,44.0,65.0,69.0,78.0,77.0,16500000
J. Ikoné,22,175,73,89.0,70.0,73.0,83.0,33.0,60.0,17500000
F. Neuhaus,23,183,74,67.0,69.0,76.0,81.0,64.0,67.0,17500000
P. Estupiñán,22,175,73,83.0,32.0,66.0,73.0,74.0,75.0,15500000
D. Zagadou,21,196,90,59.0,34.0,61.0,50.0,81.0,81.0,16000000
J. Koundé,21,178,75,77.0,34.0,57.0,70.0,81.0,73.0,16000000
Adama Traoré,24,178,72,96.0,66.0,68.0,87.0,38.0,81.0,17500000
C. Pavón,24,174,78,91.0,76.0,75.0,79.0,49.0,74.0,17500000
R. Bentancur,23,187,78,72.0,58.0,79.0,82.0,73.0,73.0,17000000
M. Rashica,24,177,73,88.0,79.0,74.0,84.0,46.0,65.0,17500000
H. Barnes,22,180,66,83.0,72.0,75.0,80.0,45.0,57.0,17500000
Y. Atal,24,175,66,91.0,70.0,72.0,81.0,72.0,72.0,15500000
Junior Firpo,23,184,78,83.0,64.0,71.0,73.0,75.0,76.0,15500000
J. Tah,24,195,97,66.0,27.0,57.0,57.0,80.0,81.0,15000000
A. Christensen,24,187,82,66.0,31.0,63.0,68.0,82.0,72.0,15000000
A. Miranchuk,24,182,74,75.0,70.0,78.0,80.0,31.0,62.0,17000000
Munir,24,175,69,80.0,78.0,75.0,82.0,35.0,66.0,17000000
D. Calvert-Lewin,23,187,71,83.0,76.0,63.0,75.0,38.0,80.0,17000000
H. Winks,24,176,74,67.0,58.0,78.0,82.0,72.0,68.0,15500000
L. Pellegrini,24,186,77,75.0,71.0,81.0,77.0,72.0,69.0,17000000
André Silva,24,184,78,71.0,79.0,64.0,79.0,43.0,75.0,17000000
Zubeldia,23,181,73,65.0,67.0,76.0,72.0,75.0,80.0,15500000
Carlos Soler,23,180,76,79.0,74.0,79.0,78.0,62.0,70.0,17000000
S. McTominay,23,193,88,68.0,71.0,75.0,76.0,76.0,84.0,15500000
N. Maksimović,25,189,78,60.0,68.0,75.0,71.0,77.0,78.0,15000000
Vinícius,25,190,83,75.0,80.0,57.0,75.0,41.0,83.0,17000000
J. Ward-Prowse,25,173,66,60.0,72.0,85.0,77.0,66.0,67.0,16000000
N. Aké,25,180,75,74.0,53.0,70.0,71.0,81.0,76.0,14500000
K. Mbabu,25,184,83,89.0,51.0,69.0,73.0,74.0,81.0,14500000
V. Lazaro,24,180,76,82.0,70.0,76.0,80.0,69.0,67.0,16500000
J. Denayer,25,184,80,75.0,42.0,63.0,68.0,79.0,80.0,14500000
A. Golovin,24,180,69,80.0,72.0,79.0,83.0,67.0,68.0,16000000
Pablo Fornals,24,178,67,68.0,76.0,78.0,80.0,70.0,67.0,16500000
K. Dolberg,22,187,84,73.0,81.0,69.0,77.0,29.0,67.0,16500000
D. Dumfries,24,188,80,79.0,60.0,66.0,71.0,76.0,89.0,14500000
L. Paredes,26,180,75,68.0,70.0,80.0,78.0,75.0,79.0,15500000
Emerson,25,176,79,81.0,63.0,70.0,79.0,75.0,64.0,14000000
M. Sanson,25,180,73,73.0,75.0,79.0,78.0,72.0,78.0,15500000
L. Dubois,25,178,73,72.0,61.0,75.0,75.0,76.0,73.0,14000000
B. Santamaria,25,183,73,60.0,64.0,73.0,76.0,75.0,74.0,14500000
J. Weigl,24,186,72,59.0,48.0,75.0,75.0,77.0,66.0,14500000
R. Bensebaini,25,186,82,69.0,57.0,71.0,74.0,77.0,80.0,14000000
Joan Jordán,25,183,74,65.0,75.0,79.0,77.0,67.0,75.0,15500000
E. Bailly,26,186,77,74.0,42.0,58.0,62.0,79.0,79.0,14000000
E. Ávila,26,172,81,82.0,81.0,65.0,78.0,48.0,83.0,16000000
Odriozola,24,176,66,78.0,52.0,71.0,77.0,75.0,65.0,14000000
E. Bardhi,24,172,64,76.0,81.0,78.0,82.0,63.0,58.0,16000000
J. Veretout,27,177,67,63.0,74.0,81.0,78.0,74.0,73.0,13500000
C. Coady,27,186,80,47.0,58.0,75.0,66.0,79.0,75.0,13000000
W. Orban,27,186,87,49.0,36.0,52.0,54.0,81.0,80.0,13000000
A. Izzo,28,183,78,65.0,33.0,48.0,64.0,82.0,74.0,12500000
T. Bakayoko,25,189,85,64.0,48.0,68.0,75.0,77.0,84.0,14000000
N. Gudelj,28,187,73,63.0,70.0,78.0,70.0,75.0,84.0,12500000
A. Oxlade-Chamberlain,26,175,70,79.0,74.0,78.0,83.0,67.0,73.0,14500000
A. Mandi,28,184,78,67.0,46.0,74.0,70.0,80.0,75.0,12500000
Rafinha,27,174,71,69.0,76.0,79.0,84.0,68.0,61.0,14000000
G. Kondogbia,27,188,80,69.0,74.0,75.0,77.0,79.0,88.0,14000000
Fernando,28,173,66,75.0,67.0,77.0,73.0,75.0,76.0,12500000
M. Arnold,26,184,74,66.0,80.0,78.0,77.0,73.0,73.0,13500000
R. Fraser,26,163,70,88.0,72.0,76.0,81.0,46.0,60.0,15000000
Gabriel,26,187,82,63.0,74.0,77.0,79.0,77.0,83.0,14500000
Omar Mascarell,27,181,76,63.0,61.0,72.0,77.0,75.0,73.0,13000000
Samu Castillejo,25,182,67,81.0,73.0,78.0,82.0,43.0,52.0,15000000
André Gomes,26,188,84,58.0,69.0,78.0,77.0,70.0,76.0,14500000
P. Max,26,177,77,81.0,67.0,78.0,75.0,71.0,72.0,13000000
Ricardo Horta,25,173,63,78.0,77.0,76.0,82.0,42.0,58.0,15000000
Paulinho,27,187,82,67.0,78.0,64.0,74.0,45.0,81.0,14500000
A. Rebić,26,185,78,88.0,80.0,70.0,79.0,39.0,80.0,15000000
Borja Iglesias,27,187,86,66.0,78.0,64.0,73.0,35.0,80.0,14500000
R. Malinovskyi,27,181,79,70.0,79.0,81.0,78.0,66.0,79.0,14000000
Quaresma,36,175,67,74.0,72.0,81.0,83.0,24.0,62.0,4200000
J. Mascherano,36,174,73,61.0,53.0,72.0,68.0,79.0,72.0,2700000
L. Koscielny,34,186,75,55.0,43.0,63.0,64.0,80.0,74.0,4700000
Rafinha,34,172,67,74.0,46.0,74.0,78.0,74.0,65.0,4400000
D. Rose,29,174,76,75.0,61.0,72.0,76.0,77.0,72.0,10500000
D. Valeri,34,178,73,57.0,77.0,80.0,80.0,45.0,66.0,6500000
Sokratis,32,186,84,66.0,53.0,52.0,59.0,78.0,81.0,8000000
Pedro León,33,183,73,58.0,77.0,87.0,78.0,45.0,58.0,7500000
K. Gameiro,33,172,70,86.0,79.0,74.0,75.0,43.0,67.0,8000000
M. Díaz,33,167,68,59.0,66.0,80.0,75.0,74.0,74.0,6000000
M. Valbuena,35,167,58,72.0,76.0,80.0,81.0,34.0,47.0,5500000
Ángel,33,172,68,73.0,82.0,62.0,79.0,34.0,67.0,8000000
Juan Mata,32,170,63,58.0,72.0,82.0,82.0,36.0,44.0,10000000
Éder,33,179,72,87.0,78.0,75.0,80.0,29.0,67.0,8000000
Antunes,33,176,70,72.0,69.0,77.0,76.0,76.0,70.0,5500000
O. Giroud,33,193,91,39.0,79.0,70.0,71.0,42.0,77.0,8000000
S. Coleman,31,177,77,70.0,65.0,73.0,76.0,79.0,70.0,9000000
V. Ćorluka,34,192,84,54.0,49.0,65.0,67.0,80.0,78.0,4700000
Sidnei,30,185,80,69.0,57.0,63.0,64.0,77.0,82.0,10000000
N. Amrabat,33,180,85,79.0,75.0,77.0,80.0,53.0,77.0,7500000
M. Sissoko,30,187,91,77.0,63.0,77.0,79.0,77.0,89.0,11500000
M. Parolo,35,184,75,57.0,76.0,75.0,75.0,79.0,73.0,4000000
D. Perotti,31,179,70,74.0,71.0,77.0,85.0,42.0,54.0,11000000
G. Sigurðsson,30,186,77,55.0,78.0,82.0,78.0,60.0,66.0,12000000
S. Feghouli,30,176,75,84.0,71.0,74.0,82.0,34.0,68.0,12000000
C. Stuani,33,186,76,67.0,81.0,70.0,73.0,48.0,82.0,8000000
Y. M'Vila,30,182,80,65.0,62.0,74.0,73.0,75.0,77.0,10500000
S. Nzonzi,31,196,89,34.0,55.0,71.0,68.0,77.0,86.0,9500000
Alex Teixeira,30,174,72,93.0,76.0,73.0,81.0,40.0,72.0,12000000
F. Caputo,32,181,74,83.0,79.0,61.0,78.0,30.0,66.0,10000000
Iborra,32,190,80,37.0,70.0,75.0,70.0,77.0,80.0,8000000
B. Mee,30,180,82,62.0,42.0,59.0,63.0,80.0,78.0,10000000
C. Smalling,30,194,81,68.0,47.0,58.0,59.0,81.0,81.0,10000000
Cote,30,182,77,69.0,54.0,75.0,75.0,78.0,68.0,10000000
S. El Shaarawy,27,178,73,86.0,77.0,76.0,79.0,46.0,64.0,13000000
Ander Herrera,30,182,71,66.0,72.0,77.0,79.0,79.0,74.0,11500000
N. Otamendi,32,183,81,54.0,57.0,61.0,58.0,80.0,78.0,8000000
F. Orellana,34,171,64,73.0,75.0,78.0,81.0,40.0,44.0,6500000
Ai Kesen,30,180,77,83.0,80.0,73.0,79.0,48.0,78.0,12000000
Jaume Costa,32,171,62,75.0,61.0,72.0,73.0,78.0,70.0,8000000
A. Delort,28,181,83,84.0,80.0,70.0,75.0,33.0,81.0,13000000
L. Muriel,29,179,79,88.0,79.0,69.0,84.0,27.0,66.0,12500000
João Pedro,28,184,73,72.0,78.0,75.0,79.0,40.0,66.0,13000000
Danilo,28,184,78,69.0,70.0,74.0,75.0,78.0,74.0,11000000
Lucas Pérez,31,180,73,77.0,82.0,75.0,78.0,32.0,69.0,11500000
Ibai Gómez,30,177,72,75.0,78.0,80.0,79.0,59.0,68.0,12000000
Vitolo,30,185,79,77.0,76.0,76.0,79.0,41.0,74.0,12000000
F. Ghoulam,29,184,80,72.0,64.0,76.0,77.0,77.0,71.0,10500000
S. Sané,29,196,85,60.0,49.0,64.0,63.0,80.0,81.0,10500000
Álvaro,30,183,75,68.0,33.0,57.0,58.0,80.0,79.0,10000000
A. Carrillo,29,180,75,87.0,74.0,72.0,83.0,37.0,68.0,12500000
Pozuelo,28,170,73,65.0,73.0,78.0,83.0,50.0,64.0,12500000
K. Lala,28,178,78,79.0,63.0,76.0,76.0,73.0,76.0,11000000
Mário Rui,29,170,67,82.0,49.0,72.0,79.0,73.0,67.0,10500000
L. Milivojević,29,186,80,54.0,67.0,76.0,67.0,77.0,82.0,11000000
T. Stepanenko,30,181,80,67.0,61.0,71.0,68.0,79.0,79.0,10500000
H. Çalhanoğlu,26,178,76,65.0,75.0,82.0,84.0,59.0,57.0,13500000
E. Forsberg,28,177,76,70.0,71.0,81.0,81.0,32.0,61.0,12500000
M. Dabbur,28,182,76,70.0,78.0,66.0,79.0,32.0,69.0,13000000
Rubén García,26,171,71,78.0,76.0,79.0,80.0,38.0,57.0,13500000
A. Hamdallah,29,179,81,76.0,80.0,69.0,75.0,30.0,75.0,12500000
F. Fabra,29,174,86,87.0,61.0,71.0,78.0,72.0,79.0,10500000
D. Benedetto,30,177,80,77.0,80.0,67.0,75.0,38.0,75.0,12000000
M. Casco,32,170,69,88.0,73.0,75.0,81.0,71.0,81.0,8000000
Ayoze Pérez,26,178,72,78.0,75.0,71.0,82.0,58.0,66.0,13500000
Dani García,30,180,80,48.0,69.0,73.0,74.0,79.0,83.0,11500000
Morales,32,180,70,86.0,78.0,75.0,84.0,58.0,68.0,10000000
H. Traoré,28,175,71,82.0,54.0,72.0,76.0,73.0,76.0,11000000
Zaldúa,28,176,69,69.0,34.0,67.0,66.0,78.0,76.0,11000000
Petros,31,182,78,68.0,67.0,73.0,76.0,74.0,77.0,9500000
Mata,31,185,79,69.0,80.0,61.0,76.0,31.0,76.0,11500000
M. Marega,29,186,83,89.0,79.0,62.0,65.0,41.0,90.0,12500000
Ronaldo Esler,20,168,65,89.0,58.0,70.0,77.0,74.0,59.0,12000000
Adnan Vidual,28,175,70,83.0,52.0,70.0,71.0,76.0,71.0,11000000
Everton Andrão,24,177,75,67.0,62.0,74.0,76.0,78.0,76.0,12500000
Melvin Parrela,20,188,88,71.0,70.0,70.0,72.0,80.0,83.0,12500000
Luimo Boas Santos,20,176,73,83.0,79.0,65.0,81.0,28.0,64.0,14500000
Júnior Moraes,33,176,74,79.0,80.0,57.0,77.0,27.0,68.0,8000000
Trincão,20,183,77,79.0,73.0,71.0,83.0,37.0,69.0,20000000
I. Konaté,21,194,95,74.0,34.0,57.0,68.0,80.0,78.0,15500000
Emerson,21,181,79,80.0,62.0,70.0,73.0,74.0,76.0,15000000
E. Tapsoba,21,192,78,74.0,52.0,63.0,63.0,78.0,78.0,15500000
Antony,20,172,63,90.0,70.0,71.0,84.0,36.0,62.0,17000000
I. Sarr,22,185,76,94.0,77.0,68.0,81.0,22.0,66.0,16000000
Matheus Cunha,21,183,76,79.0,79.0,72.0,84.0,32.0,70.0,16000000
Bruno Guimarães,22,182,78,69.0,64.0,77.0,78.0,74.0,73.0,15500000
K. Tierney,23,178,76,86.0,59.0,72.0,75.0,72.0,80.0,13500000
C. Stengs,21,187,68,76.0,68.0,76.0,82.0,33.0,58.0,15500000
L. Díaz,23,180,73,92.0,76.0,68.0,79.0,32.0,69.0,15500000
Pau Torres,23,191,80,65.0,35.0,63.0,68.0,80.0,75.0,14000000
D. McNeil,20,183,70,76.0,68.0,76.0,79.0,52.0,67.0,15500000
Renato Sanches,22,176,70,79.0,72.0,76.0,81.0,71.0,81.0,14500000
G. Montiel,23,175,70,86.0,52.0,68.0,72.0,72.0,81.0,13000000
T. Abraham,22,196,87,74.0,78.0,59.0,72.0,31.0,70.0,15000000
D. Malen,21,179,78,90.0,77.0,65.0,81.0,29.0,71.0,15000000
Gabriel,22,190,87,55.0,36.0,59.0,55.0,79.0,78.0,13000000
L. Martínez,22,175,70,69.0,58.0,72.0,75.0,78.0,79.0,13500000
R. Loftus-Cheek,24,191,88,69.0,67.0,76.0,80.0,62.0,79.0,14000000
N. Elvedi,23,189,78,73.0,34.0,64.0,68.0,80.0,76.0,13000000
M. Locatelli,22,180,70,57.0,64.0,75.0,74.0,77.0,69.0,13000000
B. Embolo,23,185,86,87.0,76.0,70.0,74.0,40.0,81.0,14500000
M. Akanji,24,187,91,77.0,47.0,68.0,71.0,80.0,76.0,13000000
Palhinha,24,190,83,40.0,51.0,66.0,67.0,77.0,83.0,13000000
S. Serdar,23,184,75,69.0,72.0,74.0,80.0,75.0,79.0,14000000
P. Schick,24,186,73,70.0,76.0,71.0,81.0,37.0,67.0,14500000
F. Chiesa,22,175,70,85.0,74.0,71.0,83.0,44.0,62.0,14500000
C. Ünder,22,173,66,82.0,75.0,74.0,82.0,37.0,50.0,14000000
Melendo,22,167,63,78.0,69.0,76.0,80.0,56.0,61.0,14000000
M. Rojas,24,186,78,79.0,78.0,76.0,80.0,63.0,70.0,14000000
T. Koopmeiners,22,183,77,66.0,69.0,77.0,70.0,76.0,76.0,13000000
Unai Núñez,23,186,81,69.0,22.0,47.0,50.0,78.0,75.0,13000000
L. Dendoncker,25,189,88,67.0,72.0,77.0,71.0,79.0,83.0,12500000
Rony Lopes,24,174,68,77.0,74.0,74.0,82.0,30.0,56.0,14000000
J. Gbamin,24,186,83,75.0,57.0,73.0,74.0,78.0,80.0,12500000
S. Lobotka,25,170,64,62.0,63.0,76.0,78.0,70.0,65.0,13500000
M. Caldara,26,187,80,60.0,34.0,46.0,62.0,82.0,73.0,12000000
R. Borré,24,175,71,83.0,78.0,72.0,78.0,47.0,79.0,14000000
K. Piątek,25,183,77,73.0,79.0,53.0,75.0,38.0,71.0,14000000
J. Bamba,24,175,70,88.0,74.0,70.0,81.0,36.0,64.0,14000000
F. Grillitsch,24,187,77,58.0,60.0,78.0,77.0,72.0,66.0,13500000
S. Sensi,24,168,62,67.0,59.0,80.0,80.0,67.0,67.0,13500000
F. Sacko,25,179,68,94.0,45.0,61.0,74.0,71.0,75.0,12000000
Y. En-Nesyri,23,188,78,76.0,77.0,54.0,77.0,34.0,76.0,14000000
E. Dier,26,190,90,53.0,63.0,70.0,64.0,80.0,83.0,12000000
B. Cristante,25,186,80,55.0,72.0,75.0,75.0,75.0,75.0,12000000
J. O'Connell,26,191,85,62.0,37.0,64.0,63.0,79.0,82.0,12000000
S. Gigot,26,187,83,67.0,38.0,63.0,60.0,78.0,79.0,12000000
D. Ćaleta-Car,23,192,89,62.0,40.0,60.0,62.0,78.0,81.0,12000000
A. Diallo,24,187,79,75.0,38.0,71.0,76.0,78.0,76.0,12000000
Daniel Podence,24,165,58,92.0,60.0,71.0,85.0,33.0,50.0,13500000
Domingos Duarte,25,190,78,54.0,35.0,55.0,53.0,79.0,78.0,12000000
R. Barkley,26,186,87,69.0,74.0,78.0,80.0,57.0,73.0,12500000
M. Niang,25,188,83,81.0,79.0,68.0,79.0,31.0,72.0,13000000
M. Batshuayi,26,185,91,75.0,79.0,58.0,78.0,33.0,72.0,13000000
L. Trossard,25,172,67,82.0,77.0,76.0,81.0,30.0,62.0,13000000
E. Hysaj,26,182,70,76.0,51.0,67.0,73.0,77.0,72.0,11500000
R. Gagliardini,26,188,77,57.0,63.0,71.0,74.0,77.0,72.0,11500000
R. Zobnin,26,182,78,76.0,62.0,76.0,77.0,76.0,72.0,11500000
Loren,26,188,82,73.0,81.0,60.0,77.0,36.0,74.0,13000000
S. Mustafi,28,184,83,58.0,57.0,63.0,61.0,77.0,77.0,10500000
L. Dunk,28,192,88,51.0,49.0,62.0,63.0,79.0,78.0,10500000
J. Egan,27,188,75,64.0,46.0,54.0,61.0,79.0,77.0,11000000
Y. Poulsen,26,192,84,81.0,71.0,67.0,74.0,56.0,81.0,12500000
A. Doucouré,27,184,76,68.0,74.0,71.0,74.0,76.0,82.0,11000000
F. Schär,28,188,84,61.0,69.0,71.0,69.0,79.0,76.0,10500000
De Tomás,25,181,72,73.0,80.0,62.0,77.0,35.0,68.0,13000000
B. Bourigeaud,26,178,68,71.0,74.0,79.0,78.0,66.0,74.0,12500000
J. Amavi,26,176,70,76.0,65.0,71.0,76.0,76.0,75.0,11000000
Y. Mina,25,195,94,51.0,54.0,59.0,59.0,79.0,80.0,11500000
M. Lanzini,27,167,59,76.0,72.0,78.0,82.0,32.0,47.0,12000000
J. Svensson,27,170,70,77.0,60.0,73.0,75.0,73.0,81.0,10500000
F. Midtsjø,26,176,70,77.0,63.0,77.0,77.0,70.0,77.0,12000000
N. Redmond,26,173,69,83.0,72.0,72.0,82.0,30.0,52.0,12000000
Pablo,29,188,89,52.0,52.0,53.0,61.0,79.0,79.0,10000000
D. Demme,28,172,71,57.0,39.0,74.0,74.0,74.0,77.0,10500000
D. da Costa,26,187,89,75.0,56.0,69.0,72.0,75.0,82.0,10500000
Denis Suárez,26,176,69,75.0,72.0,78.0,81.0,61.0,56.0,12000000
L. Vietto,26,173,65,77.0,75.0,75.0,82.0,45.0,63.0,12000000
M. Keane,27,191,82,58.0,49.0,62.0,64.0,79.0,79.0,10500000
S. Kolašinac,27,183,86,73.0,63.0,71.0,73.0,74.0,87.0,10500000
J. Nsame,27,188,88,79.0,78.0,55.0,72.0,27.0,79.0,12000000
J. Córdoba,27,188,85,78.0,78.0,61.0,74.0,44.0,87.0,12000000
Ricardo Esgaio,27,173,68,73.0,67.0,75.0,79.0,70.0,68.0,10500000
H. Hateboer,26,185,72,83.0,64.0,72.0,77.0,76.0,76.0,12000000
F. Cervi,26,165,62,92.0,65.0,70.0,84.0,58.0,56.0,12000000
R. Aguilar,27,172,71,80.0,53.0,70.0,76.0,74.0,72.0,10500000
J. Rodríguez,26,177,79,87.0,78.0,68.0,81.0,38.0,76.0,12500000
B. Verbič,26,179,78,83.0,72.0,72.0,80.0,43.0,73.0,12000000
P. Lees-Melou,27,186,70,68.0,74.0,78.0,78.0,68.0,74.0,11500000
M. Almirón,26,174,63,89.0,71.0,75.0,80.0,50.0,63.0,12000000
B. Yılmaz,34,188,77,80.0,81.0,65.0,69.0,34.0,77.0,5500000
L. López,37,174,74,69.0,80.0,73.0,77.0,50.0,69.0,3700000
C. Tévez,36,171,77,68.0,81.0,74.0,78.0,45.0,77.0,3700000
